"borough","nm_street","latitude","longitude"
"Manhattan","Lafayette Street","4072409","-7399614"
"Manhattan","East 53 Street","40757404","-7396867"
"Manhattan","East 117 Street","40801342","-7394598"
"Manhattan","West 17 Street","4074406","-7400682"
"Manhattan","Delancey Street","40718716","-7398873"
"Manhattan","West 23 Street","40742123","-7399097"
"Manhattan","East 89 Street","4078211","-73955795"
"Manhattan","Harlem River Drive","4084364","-73930534"
"Manhattan","West 34 Street","40752396","-7399398"
"Manhattan","Canal Street","4071524","-73993065"
"Manhattan","East 6 Street","4072197","-7397568"
"Manhattan","West 189 Street","40855156","-739321"
"Manhattan","East 51 Street","4075896","-7397624"
"Manhattan","Central Park North","40799633","-7395575"
"Manhattan","Cross Bronx Expy","408471777","-739339332"
"Manhattan","Henry Hudson Parkway Ramp","4081821","-7396144"
"Manhattan","3 Avenue","40737404","-7398421"
"Manhattan","West 93 Street","40790928","-7396893"
"Manhattan","Audubon Avenue","4085111","-7393061"
"Manhattan","York Avenue","4077972","-7394434"
"Manhattan","West 56 Street","40764095","-73978775"
"Manhattan","5 Avenue","40812744","-73937645"
"Manhattan","East 22 Street","4073722","-739814"
"Manhattan","Fdr Drive","4071074","-7398274"
"Manhattan","West 103 Street","40798504","-7396713"
"Manhattan","3 Avenue","40740112","-7398222"
"Manhattan","2 Avenue","4073492","-7398305"
"Manhattan","Park Avenue","407993065","-739432328"
"Manhattan","3 Avenue","4076975","-7396061"
"Manhattan","Cherry Street","40711258","-73989685"
"Manhattan","East 3 Street","40721676","-7398061"
"Manhattan","West 129 Street","408115084","-739464773"
"Manhattan","Broadway","4072595","-7399633"
"Manhattan","Avenue C","40725285","-7397798"
"Manhattan","Academy Street","4086341","-7392314"
"Manhattan","East 86 Street","40779217","-739549"
"Manhattan","West 125 Street","4080844","-739471"
"Manhattan","Henry Hudson Parkway","40841843","-7394539"
"Manhattan","East 116 Street","40798325","-739409"
"Manhattan","Henry Hudson Parkway","4085519","-7393977"
"Manhattan","Lenox Avenue","40818245","-7393786"
"Manhattan","Madison Avenue","40756073","-7397688"
"Manhattan","East 35 Street","40748432","-73982475"
"Manhattan","East 10 Street","4073174","-7399147"
"Manhattan","7 Avenue","40754658","-73987976"
"Manhattan","West 152 Street","40828724","-73942215"
"Manhattan","West 155 Street","4083417","-7394837"
"Manhattan","Suffolk Street","40718002","-7398659"
"Manhattan","East 61 Street","4076484","-73970505"
"Manhattan","Madison Avenue","4079965","-73945114"
"Manhattan","West 36 Street","40755207","-7399666"
"Manhattan","West 116 Street","40800663","-73946465"
"Manhattan","Lexington Avenue","4078017","-739551"
"Manhattan","Wadsworth Avenue","40854202","-7393178"
"Manhattan","West 136 Street","4082077","-7395459"
"Manhattan","Park Place","40713253","-7400926"
"Manhattan","Henry Hudson Parkway","40814404","-7396447"
"Manhattan","West 43 Street","4076258","-740004"
"Manhattan","Fdr Drive","40749172","-73967026"
"Manhattan","West 55 Street","4076437","-7398137"
"Manhattan","East 135 Street","408125","-7393708"
"Manhattan","West 145 Street","4082564","-7394861"
"Manhattan","Bleecker Street","40731052","-7400289"
"Manhattan","3 Avenue","4078389","-73950294"
"Manhattan","Amsterdam Avenue","40831566","-73942986"
"Manhattan","East 14 Street","40728474","-739757"
"Manhattan","West 35 Street","4074991","-73985985"
"Manhattan","2 Avenue","407440994","-739763621"
"Manhattan","7 Avenue","407441","-7399565"
"Manhattan","Catherine Street","40711346","-7399679"
"Manhattan","East 42 Street","407524109","-739783479"
"Manhattan","Broadway","4078316","-7398048"
"Manhattan","Audubon Avenue","4084764","-7393316"
"Manhattan","1 Avenue","40776875","-7394938"
"Manhattan","West 145 Street","4082523","-7394761"
"Manhattan","West Broadway","40719696","-7400594"
"Manhattan","West 57 Street","40763508","-7397524"
"Manhattan","West 155 Street","40831806","-7394353"
"Manhattan","East 70 Street","40766235","-7395633"
"Manhattan","Henry Hudson Parkway","408564","-7393878"
"Manhattan","East 109 Street","40795536","-739481"
"Manhattan","3 Avenue","40798626","-7393953"
"Manhattan","Delancey Street","40719204","-7399037"
"Manhattan","Clinton Street","40718536","-73985344"
"Manhattan","West 27 Street","40745422","-73990974"
"Manhattan","Central Park West","40798717","-7395954"
"Manhattan","7 Avenue","40804092","-7395191"
"Manhattan","West 118 Street","4080333","-7394873"
"Manhattan","Lexington Avenue","40789055","-7394861"
"Manhattan","Central Park West","40788475","-7396702"
"Manhattan","West 55 Street","40769005","-73992355"
"Manhattan","Delancey Street","40719624","-73991776"
"Manhattan","Bowery","4071589","-7399631"
"Manhattan","East 109 Street","40792545","-7394104"
"Manhattan","East 26 Street","40741405","-7398337"
"Manhattan","West 38 Street","4075531","-7399309"
"Manhattan","West 34 Street","4074977","-73987785"
"Manhattan","West 26 Street","4075175","-74007935"
"Manhattan","1 Avenue","40755756","-7396479"
"Manhattan","Broadway","4073084","-7399141"
"Manhattan","Avenue C","40722683","-7397987"
"Manhattan","Lenox Avenue","408122","-7394226"
"Manhattan","11 Avenue","40765152","-73995155"
"Manhattan","West 203 Street","4086114","-7391894"
"Manhattan","11 Avenue","40759525","-7399925"
"Manhattan","West 23 Street","407429","-7399281"
"Manhattan","Fdr Drive","40755516","-73961105"
"Manhattan","West 51 Street","4076433","-73989006"
"Manhattan","Manhattan Avenue","40800583","-73960075"
"Manhattan","West 125 Street","4080785","-73945694"
"Manhattan","West 104 Street","4079978","-7396821"
"Manhattan","Henry Hudson Parkway","408330205","-739502666"
"Manhattan","Avenue A","4072276","-7398595"
"Manhattan","Madison Avenue","40760365","-7397377"
"Manhattan","1 Avenue","4078393","-7394423"
"Manhattan","East 40 Street","4075136","-7397987"
"Manhattan","Elizabeth Street","40719868","-7399527"
"Manhattan","1 Avenue","40737553","-7397806"
"Manhattan","Mott Street","4071347","-7399859"
"Manhattan","Amsterdam Avenue","40777905","-7398209"
"Manhattan","1 Avenue","40725616","-7398672"
"Manhattan","East 51 Street","4075433","-7396527"
"Manhattan","East 58 Street","4076175","-7396899"
"Manhattan","West 41 Street","4075898","-7399595"
"Manhattan","West 122 Street","4080776","-73951485"
"Manhattan","East 34 Street","4074664","-7398032"
"Manhattan","West 57 Street","40768307","-7398663"
"Manhattan","Bowery","40722816","-73993095"
"Manhattan","5 Avenue","4081517","-7393586"
"Manhattan","8 Avenue","4075219","-7399347"
"Manhattan","1 Avenue","40783245","-7394473"
"Manhattan","East 83 Street","40777863","-7395775"
"Manhattan","Lenox Avenue","408011739","-739507181"
"Manhattan","West Street","40730553","-74010376"
"Manhattan","Audubon Avenue","40850227","-73931244"
"Manhattan","12 Avenue","4076605","-739973"
"Manhattan","East 93 Street","40784615","-73953964"
"Manhattan","8 Avenue","408228364","-739419157"
"Manhattan","2 Avenue","4073543","-7398271"
"Manhattan","7 Avenue South","40733215","-7400304"
"Manhattan","East Broadway","40714146","-7398914"
"Manhattan","East 96 Street","40782887","-739439"
"Manhattan","Washington Square South","4072955","-7399658"
"Manhattan","Christopher Street","4073305","-7400642"
"Manhattan","West 34 Street","4075578","-7400199"
"Manhattan","East 126 Street","4080422","-73935"
"Manhattan","Columbus Circle","40767742","-7398212"
"Manhattan","8 Avenue","40829163","-7393727"
"Manhattan","Sherman Avenue","4086535","-7392119"
"Manhattan","West 35 Street","40749367","-73984695"
"Manhattan","10 Avenue","40745228","-7400597"
"Manhattan","West 13 Street","40737263","-7399874"
"Manhattan","West 165 Street","40839176","-7394114"
"Manhattan","East 116 Street","40796326","-739362"
"Manhattan","West 47 Street","40760593","-7398795"
"Manhattan","East 6 Street","4072512","-7398316"
"Manhattan","West 181 Street","40848736","-7393234"
"Manhattan","Central Park West","40769905","-7398057"
"Manhattan","South Street","4070579","-74003876"
"Manhattan","Grand Street","40713974","-7397997"
"Manhattan","Canal Street","40715847","-73994934"
"Manhattan","East 10 Street","407290846","-739854122"
"Manhattan","Broadway","4083468","-73944435"
"Manhattan","Park Avenue","40752117","-73977684"
"Manhattan","West 176 Street","4084514","-7393381"
"Manhattan","Avenue Of The Americas","40757385","-7398226"
"Manhattan","Columbus Avenue","40789673","-7396986"
"Manhattan","Columbia Street","40717834","-73979836"
"Manhattan","Broadway","40713676","-7400675"
"Manhattan","East 115 Street","4079996","-7394698"
"Manhattan","3 Avenue","4079726","-7394053"
"Manhattan","Saint James Place","40710983","-7400052"
"Manhattan","West 42 Street","40755207","-739853842"
"Manhattan","8 Avenue","40744003","-7399942"
"Manhattan","Prince Street","40724846","-73999"
"Manhattan","8 Avenue","40824356","-7394083"
"Manhattan","Dyckman Street","408662","-7392807"
"Manhattan","West 57 Street","4076525","-739794"
"Manhattan","East 29 Street","40743942","-73983635"
"Manhattan","West 91 Street","40791466","-7397411"
"Manhattan","East 96 Street","4078519","-7394934"
"Manhattan","8 Avenue","40809063","-73951996"
"Manhattan","West 153 Street","40829082","-73941086"
"Manhattan","Broadway","40869316","-7391674"
"Manhattan","Broadway","4084619","-7393846"
"Manhattan","Lenox Avenue","40799458","-7395154"
"Manhattan","West 139 Street","40815327","-7393576"
"Manhattan","West 77 Street","40781837","-73979294"
"Manhattan","East 76 Street","40774014","-7396269"
"Manhattan","East 135 Street","4081207","-7393603"
"Manhattan","Fdr Drive","40771076","-7394676"
"Manhattan","East 1 Street","40723118","-7398806"
"Manhattan","Bradhurst Avenue","40823257","-7394293"
"Manhattan","West 49 Street","4076525","-73995094"
"Manhattan","Wadsworth Avenue","40846622","-7393732"
"Manhattan","8 Avenue","407582","-73989105"
"Manhattan","East 42 Street","407528","-73979294"
"Manhattan","Fdr Drive","40709932","-739904646"
"Manhattan","Hudson Street","4073941","-740054"
"Manhattan","East 46 Street","40755737","-7397836"
"Manhattan","5 Avenue","40789204","-7395483"
"Manhattan","Elizabeth Street","40717857","-7399618"
"Manhattan","East 21 Street","40739727","-7398924"
"Manhattan","Lexington Avenue","40771107","-73961716"
"Manhattan","West 187 Street","4085186","-7392816"
"Manhattan","Washington Street","40736187","-7400833"
"Manhattan","East 34 Street","40745728","-7397813"
"Manhattan","Park Avenue","40803123","-73940445"
"Manhattan","Lenox Avenue","40802414","-7394942"
"Manhattan","Broadway","40704548","-740143"
"Manhattan","Madison Avenue","4080506","-7394117"
"Manhattan","9 Avenue","40743713","-7400334"
"Manhattan","West 107 Street","4080111","-7396522"
"Manhattan","East 41 Street","407501","-73974945"
"Manhattan","East 60 Street","40762177","-7396613"
"Manhattan","West 20 Street","40741405","-73995094"
"Manhattan","East 116 Street","40797512","-7393898"
"Manhattan","Madison Avenue","40780857","-73958824"
"Manhattan","Amsterdam Avenue","4079976","-7396622"
"Manhattan","Macombs Dam Bridge","408276336","-739357579"
"Manhattan","East 63 Street","40762592","-7396127"
"Manhattan","West 95 Street","40793377","-7397086"
"Manhattan","2 Avenue","40779427","-7395063"
"Manhattan","West 47 Street","40764904","-73998146"
"Manhattan","West 168 Street","40839867","-7393692"
"Manhattan","Prince Street","40725006","-7399935"
"Manhattan","Broadway","4079084","-7397457"
"Manhattan","East 98 Street","4078717","-7394999"
"Manhattan","Broadway","40839176","-7394114"
"Manhattan","Madison Street","40712307","-7399437"
"Manhattan","Broadway","40836468","-7394314"
"Manhattan","West 54 Street","40765987","-7398713"
"Manhattan","West 34 Street","40751675","-73992226"
"Manhattan","Bowery","40721855","-7399346"
"Manhattan","Henry Hudson Parkway","4080809","-7396882"
"Manhattan","Fdr Drive","4073635","-7397502"
"Manhattan","Avenue D","40722496","-739769"
"Manhattan","East 116 Street","40798378","-73941025"
"Manhattan","2 Avenue","40744778","-7397589"
"Manhattan","West Broadway","40724968","-7400158"
"Manhattan","Saint Nicholas Avenue","40845432","-7393658"
"Manhattan","Fdr Drive","40744194","-7397133"
"Manhattan","East 8 Street","4072369","-73976036"
"Manhattan","East 96 Street","4078791","-7395579"
"Manhattan","West 135 Street","4081594","-73945244"
"Manhattan","East 13 Street","40733524","-73989876"
"Manhattan","East 99 Street","40787117","-7394793"
"Manhattan","East 59 Street","4076261","-73969124"
"Manhattan","East 84 Street","4077818","-7395655"
"Manhattan","East 88 Street","40782158","-7395787"
"Manhattan","7 Avenue","40817226","-7394231"
"Manhattan","West 145 Street","40825745","-7394886"
"Manhattan","East 5 Street","4072486","-7398441"
"Manhattan","Washington Street","4074094","-74007484"
"Manhattan","Broadway","407242353","-739977848"
"Manhattan","Henry Hudson Parkway","40851498","-73942535"
"Manhattan","East 59 Street","4076124","-73965866"
"Manhattan","West 145 Street","4082062","-7393666"
"Manhattan","Bowery","4071504","-7399681"
"Manhattan","Grand Street","4072216","-740033"
"Manhattan","Rivington Street","40719547","-7398663"
"Manhattan","2 Avenue","40747536","-7397388"
"Manhattan","East 105 Street","40789948","-7394293"
"Manhattan","Broadway","4076889","-739821"
"Manhattan","Broadway","40865536","-7392728"
"Manhattan","Edgecombe Avenue","40834892","-7393776"
"Manhattan","8 Avenue","4081984","-7394411"
"Manhattan","York Avenue","40766167","-73954254"
"Manhattan","West 19 Street","40739567","-7399251"
"Manhattan","Henry Hudson Parkway","40820343","-73959335"
"Manhattan","Bleecker Street","40731136","-7400295"
"Manhattan","1 Avenue","4078257","-7394522"
"Manhattan","West 44 Street","40760925","-7399454"
"Manhattan","West 115 Street","40802532","-7395303"
"Manhattan","7 Avenue","4080796","-7394908"
"Manhattan","Fdr Drive","4075332","-739636"
"Manhattan","East 23 Street","40739193","-7398403"
"Manhattan","11 Avenue","40750786","-7400564"
"Manhattan","West 71 Street","40777855","-73981964"
"Manhattan","East 50 Street","4075639","-7397209"
"Manhattan","Major Deegan Expressway","4084528","-739265"
"Manhattan","Orchard Street","40719025","-7398978"
"Manhattan","West 128 Street","40810352","-739457"
"Manhattan","Broadway","4086341","-7393001"
"Manhattan","2 Avenue","4072633","-7398932"
"Manhattan","Greenwich Street","4073814","-7400648"
"Manhattan","West Street","4074071","-7400903"
"Manhattan","Riverside Drive","40822258","-7395616"
"Manhattan","East 51 Street","40754726","-7396621"
"Manhattan","Madison Avenue","4076338","-7397156"
"Manhattan","East 50 Street","4075718","-7397399"
"Manhattan","Mount Morris Park West","40803974","-7394608"
"Manhattan","Orchard Street","4071941","-73989586"
"Manhattan","Hester Street","40716965","-7399443"
"Manhattan","East 104 Street","40789307","-73943405"
"Manhattan","1 Avenue","40778805","-73947975"
"Manhattan","West 51 Street","40767395","-7399634"
"Manhattan","Park Avenue","40764786","-7396844"
"Manhattan","West 205 Street","40862392","-7391802"
"Manhattan","West 31 Street","4074843","-73990456"
"Manhattan","3 Avenue","40786724","-7394822"
"Manhattan","West 23 Street","4074817","-7400529"
"Manhattan","Henry Hudson Parkway","40775887","-7399137"
"Manhattan","East 35 Street","40743874","-7397163"
"Manhattan","Union Square East","4073465","-7398993"
"Manhattan","South Street","40710682","-7398471"
"Manhattan","West 137 Street","40815403","-7393992"
"Manhattan","West 27 Street","40744743","-73989365"
